| Product ID | Product Name            | Description                                       | Price | Category          | Halal Certificate |
| P1098      | Quinoa & Kale Blend     | Nutrient-packed quinoa and kale blend.            | $4.29 | Pasta & Grains   | No                |
| P1099      | Farfalle Pasta          | Bowtie-shaped farfalle pasta for variety.        | $1.99 | Pasta & Grains   | Yes               |
| P1100      | Basmati Rice            | Aromatic basmati rice for flavorful meals.        | $4.99 | Pasta & Grains   | No                |
| P1001      | Organic Whole Milk          | Creamy organic whole milk, pasteurized.                  | $3.99 | Dairy & Eggs    | No                |
| P1002      | Free-Range Eggs             | Fresh free-range eggs from local farms.                  | $2.49 | Dairy & Eggs    | No                |
| P1003      | Greek Yogurt                 | Thick and creamy Greek yogurt with honey.               | $4.49 | Dairy & Eggs    | No                |
| P1004      | Cottage Cheese               | Low-fat cottage cheese for a healthy snack.             | $2.99 | Dairy & Eggs    | No                |
| P1005      | Organic Butter               | Rich and creamy organic butter, unsalted.               | $5.99 | Dairy & Eggs    | No                |
| P1006      | Almond Milk                  | Nutrient-rich almond milk, unsweetened.                 | $3.49 | Dairy & Eggs    | No                |
| P1007      | Parmesan Cheese              | Aged Parmesan cheese, perfect for grating.              | $7.99 | Dairy & Eggs    | No                |
| P1008      | Chocolate Milk               | Indulgent chocolate-flavored milk.                     | $2.99 | Dairy & Eggs    | No                |
| P1009      | Organic Yogurt               | Organic fruit-flavored yogurt cups.                     | $3.79 | Dairy & Eggs    | No                |
| P1010      | Whipped Cream                | Light and fluffy whipped cream in a can.               | $4.99 | Dairy & Eggs    | No                |
| P1011      | Buttery Croissants           | Freshly baked buttery croissants.                      | $2.49 | Bakery          | No                |
| P1012      | Vanilla Custard              | Smooth and creamy vanilla custard.                     | $3.29 | Dairy & Eggs    | No                |
| P1013      | Swiss Cheese Slices          | Thin slices of mild Swiss cheese.                      | $4.99 | Dairy & Eggs    | No                |
| P1014      | Organic Almond Butter        | Creamy organic almond butter.                          | $6.99 | Condiments & Oils | No              |
| P1015      | Blueberry Yogurt             | Blueberry-flavored yogurt with real fruit pieces.      | $2.49 | Dairy & Eggs    | No                |
| P1016      | Whipped Coconut Cream        | Dairy-free whipped coconut cream.                      | $4.49 | Dairy & Eggs    | No                |
| P1017      | Lemon Curd                   | Tangy lemon curd, perfect for desserts.                | $3.99 | Condiments & Oils | No              |
| P1018      | Organic Brown Eggs           | Organic brown eggs from free-range hens.               | $3.99 | Dairy & Eggs    | No                |
| P1019      | Chocolate Chip Cookies       | Classic chocolate chip cookies.                        | $2.99 | Snacks          | No                |
| P1020      | Hazelnut Spread              | Creamy hazelnut spread for toast and snacks.           | $5.49 | Condiments & Oils | No              |
| P1021      | Coconut Yogurt               | Dairy-free coconut yogurt.                             | $4.99 | Dairy & Eggs    | No                |
| P1022      | Buttermilk Pancake Mix       | Pancake mix with real buttermilk.                      | $3.49 | Baking          | No                |
| P1023      | Mozzarella Cheese            | Fresh mozzarella cheese for pizza and pasta.           | $6.99 | Dairy & Eggs    | No                |
| P1024      | Chocolate Almond Milk        | Chocolate-flavored almond milk.                         | $3.99 | Dairy & Eggs    | No                |
| P1025      | Egg Nog Ice Cream            | Creamy egg nog-flavored ice cream.                     | $5.99 | Dairy & Eggs    | No                |
| P1026      | Whipped Goat Cheese          | Whipped goat cheese with herbs.                        | $4.79 | Dairy & Eggs    | No                |
| P1027      | Organic Coconut Oil          | Cold-pressed organic coconut oil.                      | $8.99 | Condiments & Oils | No              |
| P1028      | Vanilla Bean Custard         | Rich and velvety vanilla bean custard.                | $4.49 | Dairy & Eggs    | No                |
| P1029      | Buttermilk Biscuits          | Flaky buttermilk biscuits, ready to bake.             | $2.99 | Bakery          | No                |
| P1030      | Raspberry Ripple Ice Cream   | Raspberry-flavored ice cream with swirls.             | $5.49 | Dairy & Eggs    | No                |
| ...        | ...                         | ...                                                   | ...   | ...             | ...               |
| P1091      | Blueberry Cheesecake Ice Cream | Creamy ice cream with swirls of blueberry and cheesecake.| $5.99 | Dairy & Eggs | No              |
| P1092      | Swiss Cheese                 | Mild and nutty Swiss cheese slices.                   | $6.99 | Dairy & Eggs    | No                |
| P1093      | Eggnog                       | Traditional holiday eggnog, rich and creamy.          | $4.49 | Dairy & Eggs    | No                |
| P1094      | Lemon Sorbet                 | Tart and refreshing lemon sorbet.                    | $3.99 | Dairy & Eggs    | No                |
| P1095      | Organic Whipped Butter       | Organic whipped butter, easy to spread.               | $5.99 | Dairy & Eggs    | No                |
| P1096      | Maple Pecan Ice Cream        | Maple-flavored ice cream with pecan pieces.           | $6.49 | Dairy & Eggs    | No                |
| P1097      | Buttermilk                   | Cultured buttermilk for baking and cooking.           | $2.49 | Dairy & Eggs    | No                |
| P1098      | Coconut Milk                 | Creamy coconut milk, perfect for curries.             | $1.79 | Dairy & Eggs    | No                |
| P1099      | Strawberry Milkshake         | Refreshing strawberry-flavored milkshake.             | $3.99 | Dairy & Eggs    | No                |
| P1100      | Organic Egg Whites           | Pasteurized organic egg whites in a carton.          | $4.99 | Dairy & Eggs    | No                |
| P1001      | Diced Tomatoes               | Freshly diced tomatoes for sauces and stews.      | $1.29 | Canned Goods   | No                |
| P1002      | Chickpeas                     | Premium chickpeas for salads and curries.         | $1.99 | Canned Goods   | No                |
| P1003      | Black Beans                   | Canned black beans, a versatile pantry staple.    | $1.49 | Canned Goods   | No                |
| P1004      | Corn Kernels                  | Sweet corn kernels for salads and side dishes.    | $0.99 | Canned Goods   | No                |
| P1005      | Tomato Sauce                  | Classic tomato sauce for pasta and pizza.         | $2.49 | Canned Goods   | No                |
| P1006      | Pineapple Slices              | Juicy pineapple slices in syrup.                  | $1.79 | Canned Goods   | No                |
| P1007      | Cannellini Beans              | Creamy cannellini beans for soups and salads.     | $2.29 | Canned Goods   | No                |
| P1008      | Green Peas                    | Tender green peas, perfect for various recipes.   | $1.19 | Canned Goods   | No                |
| P1009      | Mushroom Soup                 | Rich and savory mushroom soup.                    | $2.99 | Canned Goods   | No                |
| P1010      | Lentils                       | Nutritious lentils for hearty soups and stews.    | $1.69 | Canned Goods   | No                |
| P1011      | Mixed Vegetables              | Mixed vegetables for quick and easy meals.        | $1.99 | Canned Goods   | No                |
| P1012      | Tomato Paste                  | Concentrated tomato paste for rich flavors.       | $1.49 | Canned Goods   | No                |
| P1013      | Baked Beans                   | Classic baked beans in a savory sauce.            | $2.79 | Canned Goods   | No                |
| P1014      | Cream of Mushroom Soup         | Creamy mushroom soup, a comforting choice.        | $3.49 | Canned Goods   | No                |
| P1015      | Sliced Olives                 | Sliced black olives for salads and pizzas.       | $1.89 | Canned Goods   | No                |
| P1016      | Garbanzo Beans                | Garbanzo beans for hummus and salads.            | $1.29 | Canned Goods   | No                |
| P1017      | Minced Garlic                 | Convenient minced garlic for cooking.             | $2.49 | Canned Goods   | No                |
| P1018      | Canned Corn                   | Sweet canned corn for side dishes.                | $1.59 | Canned Goods   | No                |
| P1019      | Cream of Chicken Soup          | Creamy chicken soup for a quick meal.            | $2.99 | Canned Goods   | No                |
| P1020      | Black Olive Tapenade          | Flavorful black olive tapenade for appetizers.   | $3.99 | Canned Goods   | No                |
| ...        | ...                          | ...                                              | ...   | ...            | ...               |
| P1091      | Minestrone Soup               | Classic minestrone soup with vegetables and pasta.| $3.49 | Canned Goods   | No                |
| P1092      | Pickled Jalapenos             | Spicy pickled jalapenos for a flavorful kick.     | $2.79 | Canned Goods   | No                |
| P1093      | Cream of Asparagus Soup       | Creamy asparagus soup, a gourmet delight.         | $3.99 | Canned Goods   | No                |
| P1094      | Three Bean Salad              | Three-bean salad with a zesty dressing.           | $2.49 | Canned Goods   | No                |
| P1095      | Canned Pineapple Chunks       | Convenient canned pineapple chunks.               | $1.89 | Canned Goods   | No                |
| P1096      | Clam Chowder                  | Hearty clam chowder with potatoes and bacon.      | $4.29 | Canned Goods   | No                |
| P1097      | Sweetened Condensed Milk      | Sweetened condensed milk for baking and desserts. | $2.99 | Canned Goods   | No                |
| P1098      | Butter Beans                  | Large butter beans for soups and casseroles.      | $2.39 | Canned Goods   | No                |
| P1099      | Vegetable Broth               | Flavorful vegetable broth for cooking.            | $1.99 | Canned Goods   | No                |
| P1100      | Canned Apricot Halves         | Delightful canned apricot halves in syrup.        | $3.49 | Canned Goods   | No                |
| DPF1       | Deli Chicken Caesar Wrap      | Grilled chicken, romaine lettuce, and Caesar dressing in a whole wheat wrap. | $5.49 | Deli & Prepared Foods | No                |
| DPF2       | Mediterranean Quinoa Salad    | Quinoa salad with cherry tomatoes, cucumbers, olives, and feta cheese.       | $4.99 | Deli & Prepared Foods | No                |
| DPF3       | Classic BLT Sandwich          | Crispy bacon, lettuce, and tomato on toasted white bread.                     | $4.29 | Deli & Prepared Foods | No                |
| DPF4       | Caprese Panini                | Mozzarella, tomatoes, and fresh basil pressed in a warm panini.              | $6.99 | Deli & Prepared Foods | No                |
| DPF5       | Greek Chicken Gyro            | Grilled chicken, tomatoes, onions, and tzatziki sauce in a pita.             | $7.49 | Deli & Prepared Foods | No                |
| DPF6       | Spinach and Feta Quiche       | Flaky pastry filled with spinach, feta cheese, and eggs.                     | $5.99 | Deli & Prepared Foods | No                |
| DPF7       | Chicken Alfredo Pizza         | Thin-crust pizza with creamy Alfredo sauce, chicken, and mozzarella.        | $8.99 | Deli & Prepared Foods | No                |
| DPF8       | Turkey Cranberry Wrap         | Sliced turkey, cranberry sauce, and cream cheese in a whole wheat wrap.      | $6.49 | Deli & Prepared Foods | No                |
| DPF9       | Antipasto Platter             | Assorted cured meats, cheeses, olives, and pickled vegetables.               | $12.99 | Deli & Prepared Foods | No                |
| DPF10      | Veggie Club Sandwich          | Triple-decker sandwich with avocado, cucumber, tomato, and more.             | $5.99 | Deli & Prepared Foods | No                |
| DPF11      | BBQ Pulled Pork Sliders       | Slow-cooked pulled pork sliders with barbecue sauce.                         | $7.99 | Deli & Prepared Foods | No                |
| DPF12      | Chicken Caesar Pasta Salad    | Pasta salad with grilled chicken, cherry tomatoes, and Caesar dressing.      | $8.49 | Deli & Prepared Foods | No                |
| DPF13      | Italian Sub                   | Classic Italian sub with ham, salami, pepperoni, and provolone.             | $6.29 | Deli & Prepared Foods | No                |
| DPF14      | Veggie Spring Rolls           | Fresh spring rolls filled with colorful vegetables and tofu.                | $4.99 | Deli & Prepared Foods | No                |
| DPF15      | Tuna Nicoise Salad            | Tuna salad with green beans, olives, tomatoes, and hard-boiled eggs.        | $7.99 | Deli & Prepared Foods | No                |
| DPF16      | Chicken Shawarma Wrap         | Grilled chicken, lettuce, and garlic sauce in a soft wrap.                  | $6.79 | Deli & Prepared Foods | No                |
| DPF17      | Margherita Pasta              | Pasta with cherry tomatoes, fresh mozzarella, and basil.                    | $8.99 | Deli & Prepared Foods | No                |
| DPF18      | California Roll Sushi         | Sushi roll with crab, avocado, and cucumber.                                 | $9.49 | Deli & Prepared Foods | No                |
| DPF19      | Roast Beef and Cheddar Panini | Roast beef, cheddar cheese, and horseradish mayo pressed in a panini.       | $7.29 | Deli & Prepared Foods | No                |
| DPF20      | Chicken Pesto Ciabatta        | Grilled chicken, pesto, and sun-dried tomatoes on ciabatta bread.           | $6.99 | Deli & Prepared Foods | No                |
| ...        | ...                           | ...                                               | ...   | ...                    | ...               |
| DPF68      | Asian Noodle Salad            | Cold noodle salad with vegetables and sesame dressing.                       | $5.99 | Deli & Prepared Foods | No                |
| DPF69      | Southwest Chicken Wrap        | Spicy grilled chicken, black beans, corn, and avocado in a wrap.            | $6.99 | Deli & Prepared Foods | No                |
| P1001      | Frozen Pizza Margherita      | Classic frozen margherita pizza.                   | $4.99 | Frozen Foods   | No                |
| P1002      | Halal Chicken Nuggets        | Halal-certified chicken nuggets for kids.         | $3.99 | Frozen Foods   | Yes               |
| P1003      | Frozen Mixed Vegetables      | Convenient mix of frozen vegetables.               | $2.49 | Frozen Foods   | No                |
| P1004      | Halal Chicken Tenders        | Crispy halal chicken tenders.                     | $5.49 | Frozen Foods   | Yes               |
| P1005      | Vanilla Ice Cream            | Creamy vanilla ice cream in a tub.                | $3.99 | Frozen Foods   | No                |
| P1006      | Frozen Chicken Wings         | Ready-to-cook frozen chicken wings.               | $6.99 | Frozen Foods   | No                |
| P1007      | Chocolate Chip Cookie Dough  | Pre-cut chocolate chip cookie dough.              | $2.99 | Frozen Foods   | No                |
| P1008      | Halal Chicken Patties        | Halal-certified chicken patties for burgers.     | $4.99 | Frozen Foods   | Yes               |
| P1009      | Frozen Shrimp Dumplings      | Frozen shrimp dumplings for a quick snack.        | $5.49 | Frozen Foods   | No                |
| P1010      | Mint Chocolate Chip Ice Cream| Mint-flavored chocolate chip ice cream.           | $4.99 | Frozen Foods   | No                |
| ...        | ...                          | ...                                               | ...   | ...            | ...               |
| P1091      | Frozen Vegetable Spring Rolls| Crispy frozen vegetable spring rolls.              | $3.79 | Frozen Foods   | No                |
| P1092      | Chicken Alfredo Frozen Pizza | Ready-to-bake chicken alfredo pizza.              | $6.99 | Frozen Foods   | No                |
| P1093      | Mango Sorbet                 | Refreshing mango sorbet for dessert.              | $3.99 | Frozen Foods   | No                |
| P1094      | Halal Chicken Nuggets        | Halal-certified chicken nuggets for kids.         | $3.99 | Frozen Foods   | Yes               |
| P1095      | Spinach and Feta Stuffed Chicken| Frozen stuffed chicken with spinach and feta.   | $7.49 | Frozen Foods   | No                |
| P1096      | Chocolate Ice Cream Bars      | Individually wrapped chocolate ice cream bars.    | $4.29 | Frozen Foods   | No                |
| P1097      | Halal Chicken Samosas        | Halal-certified chicken samosas.                  | $5.99 | Frozen Foods   | Yes               |
| P1098      | Frozen Cheese Ravioli        | Frozen cheese-filled ravioli.                     | $3.99 | Frozen Foods   | No                |
| P1099      | Vanilla Bean Frozen Yogurt   | Smooth and creamy vanilla bean frozen yogurt.     | $4.99 | Frozen Foods   | No                |
| P1100      | Halal Chicken Strips         | Halal-certified chicken strips for salads.        | $6.49 | Frozen Foods   | Yes               |
| P1001      | Extra Virgin Olive Oil           | Cold-pressed extra virgin olive oil.              | $7.99 | Condiments & Oils | No                |
| P1002      | Truffle Infused Olive Oil        | Truffle-infused extra virgin olive oil.          | $9.99 | Condiments & Oils | No                |
| P1003      | Balsamic Vinegar                 | Aged balsamic vinegar for salads and marinades.  | $5.49 | Condiments & Oils | No                |
| P1004      | Organic Coconut Oil              | Certified organic coconut oil for cooking.       | $6.99 | Condiments & Oils | No                |
| P1005      | Toasted Sesame Oil               | Rich and aromatic toasted sesame oil.            | $4.49 | Condiments & Oils | No                |
| P1006      | Avocado Oil                      | Heart-healthy avocado oil for various dishes.    | $8.99 | Condiments & Oils | No                |
| P1007      | Garlic Infused Olive Oil          | Garlic-infused olive oil for a flavorful touch.  | $5.99 | Condiments & Oils | No                |
| P1008      | Sunflower Seed Oil               | Light and versatile sunflower seed oil.         | $3.99 | Condiments & Oils | No                |
| P1009      | Chipotle Hot Sauce               | Smoky and spicy chipotle hot sauce.              | $2.49 | Condiments & Oils | No                |
| P1010      | Dijon Mustard                    | Classic Dijon mustard for sandwiches and dressings.| $1.79 | Condiments & Oils | No                |
| P1011      | Sesame Ginger Marinade           | Sweet and savory sesame ginger marinade.        | $3.29 | Condiments & Oils | No                |
| P1012      | Walnut Oil                       | Nutty and flavorful walnut oil.                 | $5.99 | Condiments & Oils | No                |
| P1013      | Sriracha Hot Sauce               | Spicy sriracha hot sauce for a kick.           | $2.99 | Condiments & Oils | No                |
| P1014      | Lemon Pepper Seasoning           | Zesty lemon pepper seasoning for seasoning.     | $2.79 | Condiments & Oils | No                |
| P1015      | Avocado Lime Dressing            | Creamy avocado and lime dressing.               | $3.29 | Condiments & Oils | No                |
| P1016      | Black Truffle Salt               | Gourmet black truffle-infused sea salt.         | $5.99 | Condiments & Oils | No                |
| P1017      | Raspberry Balsamic Glaze         | Sweet and tangy raspberry balsamic glaze.       | $4.99 | Condiments & Oils | No                |
| P1018      | Roasted Garlic Aioli             | Roasted garlic aioli for dipping and spreading. | $2.79 | Condiments & Oils | No                |
| P1019      | Lemon Herb Infused Oil           | Lemon and herb-infused oil for salads and cooking.| $4.49 | Condiments & Oils | No                |
| P1020      | Mango Chili Hot Sauce            | Spicy mango chili hot sauce for a tropical kick.| $3.99 | Condiments & Oils | No                |
| P1021      | Cilantro Lime Dressing           | Zesty cilantro and lime dressing.               | $2.99 | Condiments & Oils | No                |
| P1022      | White Truffle Olive Oil          | White truffle-infused olive oil for a delicate flavor.| $7.99 | Condiments & Oils | No                |
| P1023      | Smoked Paprika                  | Premium smoked paprika for a smoky flavor.      | $2.49 | Condiments & Oils | No                |
| P1024      | Honey Mustard Dipping Sauce      | Sweet and tangy honey mustard dipping sauce.    | $3.49 | Condiments & Oils | No                |
| P1025      | Maple Syrup Infused Balsamic     | Balsamic vinegar infused with maple syrup.      | $5.49 | Condiments & Oils | No                |
| P1026      | Avocado Basil Pesto             | Pesto sauce with the richness of avocado and basil.| $4.99 | Condiments & Oils | No                |
| P1027      | Hot Pepper Infused Vinegar       | Vinegar infused with hot peppers for heat.      | $3.79 | Condiments & Oils | No                |
| P1028      | Sweet Thai Chili Sauce           | Sweet and spicy Thai chili sauce.               | $2.99 | Condiments & Oils | No                |
| P1029      | Herb Infused Sunflower Oil       | Sunflower oil infused with aromatic herbs.      | $4.99 | Condiments & Oils | No                |
| P1030      | Garlic Parmesan Wing Sauce       | Wing sauce with the bold flavors of garlic and parmesan.| $3.99 | Condiments & Oils | No                |
| ...        | ...                             | ...                                               | ...   | ...               | ...               |
| P1091      | Avocado Lime Dressing            | Creamy avocado and lime dressing.               | $3.29 | Condiments & Oils | No                |
| P1092      | Black Truffle Salt               | Gourmet black truffle-infused sea salt.         | $5.99 | Condiments & Oils | No                |
| P1093      | Raspberry Balsamic Glaze         | Sweet and tangy raspberry balsamic glaze.       | $4.99 | Condiments & Oils | No                |
| P1094      | Roasted Garlic Aioli             | Roasted garlic aioli for dipping and spreading. | $2.79 | Condiments & Oils | No                |
| P1095      | Lemon Herb Infused Oil           | Lemon and herb-infused oil for salads and cooking.| $4.49 | Condiments & Oils | No                |
| P1096      | Mango Chili Hot Sauce            | Spicy mango chili hot sauce for a tropical kick.| $3.99 | Condiments & Oils | No                |
| P1097      | Cilantro Lime Dressing           | Zesty cilantro and lime dressing.               | $2.99 | Condiments & Oils | No                |
| P1098      | White Truffle Olive Oil          | White truffle-infused olive oil for a delicate flavor.| $7.99 | Condiments & Oils | No                |
| P1099      | Smoked Paprika                  | Premium smoked paprika for a smoky
| B1         | Sparkling Water             | Refreshing sparkling water, assorted flavors.    | $0.99 | Beverages   | No                |
| B2         | Mango Tango Juice           | Exotic mango tango juice blend.                  | $2.49 | Beverages   | No                |
| B3         | Pineapple Juice             | Refreshing pineapple juice, 100% natural.       | $2.99 | Beverages   | No                |
| B4         | Orange Juice                | Freshly squeezed orange juice.                   | $3.49 | Beverages   | No                |
| B5         | Green Tea                   | Traditional green tea, antioxidant-rich.        | $1.79 | Beverages   | No                |
| B6         | Iced Coffee                 | Chilled iced coffee for a pick-me-up.           | $2.99 | Beverages   | No                |
| B7         | Coconut Water               | Hydrating coconut water, all-natural.           | $1.99 | Beverages   | No                |
| B8         | Lemonade                    | Classic lemonade for a tangy refreshment.       | $1.49 | Beverages   | No                |
| B9         | Ginger Ale                  | Sparkling ginger ale, perfect mixer.             | $1.99 | Beverages   | No                |
| B10        | Apple Cider                 | Freshly pressed apple cider.                    | $3.99 | Beverages   | No                |
| B11        | Cranberry Juice             | Tart cranberry juice, 100% pure.                | $2.79 | Beverages   | No                |
| B12        | Iced Tea                     | Sweetened iced tea, great for hot days.          | $1.29 | Beverages   | No                |
| B13        | Coconut Milk                | Rich and creamy coconut milk for cooking.       | $1.79 | Beverages   | No                |
| B14        | Mango Lassi                 | Traditional mango lassi drink.                  | $2.99 | Beverages   | No                |
| B15        | Sports Drink                | Electrolyte-rich sports drink for hydration.    | $1.49 | Beverages   | No                |
| B16        | Almond Milk                 | Nutty almond milk, dairy-free alternative.     | $2.49 | Beverages   | No                |
| B17        | Peppermint Tea              | Soothing peppermint tea, caffeine-free.         | $1.99 | Beverages   | No                |
| B18        | Fruit Punch                 | Tropical fruit punch with a splash of citrus.   | $1.99 | Beverages   | No                |
| B19        | Cold Brew Coffee            | Smooth and strong cold brew coffee.              | $3.99 | Beverages   | No                |
| B20        | Hibiscus Infusion           | Floral hibiscus infusion, caffeine-free.        | $2.29 | Beverages   | No                |
| B21        | Lemon Ginger Tea            | Zesty lemon ginger tea, immune-boosting.        | $1.79 | Beverages   | No                |
| B22        | Tomato Juice                | Pure tomato juice, great for cocktails.         | $1.99 | Beverages   | No                |
| B23        | Green Smoothie               | Healthy green smoothie with kale and spinach.   | $4.49 | Beverages   | No                |
| B24        | Coconut Chai Latte          | Creamy coconut chai latte, lightly spiced.      | $3.99 | Beverages   | No                |
| B25        | Iced Matcha Latte           | Refreshing iced matcha latte.                   | $4.99 | Beverages   | No                |
| B26        | Blueberry Lemonade          | Sweet and tangy blueberry lemonade.             | $2.49 | Beverages   | No                |
| B27        | Espresso                    | Strong and aromatic espresso shot.              | $1.29 | Beverages   | No                |
| B28        | Acai Berry Smoothie         | Acai berry smoothie with granola and fruit.     | $6.99 | Beverages   | No                |
| B29        | Chocolate Milk              | Creamy chocolate-flavored milk.                 | $2.99 | Beverages   | No                |
| B30        | Chai Latte                  | Spiced chai latte, perfect for cozy moments.    | $3.49 | Beverages   | No                |
| ...        | ...                         | ...                                              | ...   | ...         | ...               |
| B971       | Matcha Green Tea Latte      | Creamy matcha green tea latte.                  | $4.79 | Beverages   | No                |
| B972       | Elderflower Lemonade        | Refreshing elderflower-infused lemonade.        | $3.29 | Beverages   | No                |
| B973       | Watermelon Juice            | Juicy watermelon juice, perfect for summer.     | $2.99 | Beverages   | No                |
| B974       | Raspberry Iced Tea          | Sweet and fruity raspberry iced tea.            | $1.99 | Beverages   | No                |
| B975       | Turmeric Latte              | Golden turmeric latte with warm spices.         | $3.99 | Beverages   | No                |
| B976       | Cucumber Mint Infusion      | Cooling cucumber mint infusion.                 | $2.49 | Beverages   | No                |
| B977       | Cranberry Lemon Spritzer    | Fizzy cranberry lemon spritzer.                 | $1.79 | Beverages   | No                |
| B978       | Dragon Fruit Smoothie       | Vibrant dragon fruit smoothie blend.            | $4.99 | Beverages   | No                |
| B979       | Ginger Peach Iced Tea       | Zesty ginger peach iced tea.                    | $2.29 | Beverages   | No                |
| B980       | Coconut Berry Bliss Smoothie| Tropical coconut berry bliss smoothie.          | $5.49 | Beverages   | No                |
| B981       | Avocado Smoothie            | Creamy avocado smoothie with a hint of lime.    | $3.99 | Beverages   | No                |
| B982       | Honeydew Melon Juice        | Sweet and refreshing honeydew melon juice.      | $2.79 | Beverages   | No                |
| B983       | Blue Butterfly Pea Tea      | Exotic blue butterfly pea flower tea.           | $1.99 | Beverages   | No                |
| B984       | Hibiscus Rose Infusion      | Floral hibiscus rose infusion.                  | $2.99 | Beverages   | No                |
| B985       | Chocolate Banana Smoothie   | Indulgent chocolate banana smoothie.            | $4.49 | Beverages   | No                |
| B986       | Matcha Coconut Shake        | Creamy matcha coconut shake.                    | $3.79 | Beverages   | No                |
| B987       | Pineapple Mint Cooler       | Refreshing pineapple mint cooler.               | $2.49 | Beverages   | No                |
| B988       | Mango Passionfruit Splash   | Tropical mango passionfruit splash.             | $3.29 | Beverages   | No                |
| B989       | Green Apple Kombucha        | Crisp green apple kombucha.                     | $2.99 | Beverages   | No                |
| B990       | Raspberry Almond Smoothie   | Nutty raspberry almond smoothie.                | $4.99 | Beverages   | No                |
| B991       | Peach Basil Lemonade        | Sweet peach basil lemonade.                     | $2.79 | Beverages   | No                |
| B992       | Spicy Ginger Turmeric Tea   | Spicy ginger turmeric tea blend.                | $1.99 | Beverages   | No                |
| B993       | Kiwi Pineapple Quencher    | Zesty kiwi pineapple thirst quencher.          | $3.49 | Beverages   | No                |
| B994       | Blackberry Mint Mojito      | Refreshing blackberry mint mojito.              | $2.99 | Beverages   | No                |
| B995       | Lavender Lemonade           | Floral lavender-infused lemonade.               | $3.99 | Beverages   | No                |
| B996       | Passionfruit Iced Coffee    | Tropical passionfruit iced coffee.              | $4.49 | Beverages   | No                |
| B997       | Watermelon Mint Fresca      | Cool watermelon mint fresca.                    | $2.29 | Beverages   | No                |
| B998       | Blueberry Hibiscus Cooler   | Fruity blueberry hibiscus cooler.               | $3.79 | Beverages   | No                |
| B999       | Raspberry Vanilla Smoothie  | Creamy raspberry vanilla smoothie.              | $4.29 | Beverages   | No                |
| B1000      | Green Tea Coconut Fusion    | Unique green tea coconut fusion.                | $2.99 | Beverages   | No                |
| S1         | Crunchy Potato Chips       | Classic potato chips with a satisfying crunch.    | $2.99 | Snacks   | No                |
| S2         | Chocolate Covered Pretzels | Salty pretzels coated in smooth milk chocolate.   | $3.49 | Snacks   | No                |
| S3         | Mixed Nuts                 | Assorted mixed nuts for a healthy snack.          | $4.99 | Snacks   | No                |
| S4         | Cheese Puffs               | Cheesy and crunchy puffed corn snacks.            | $1.99 | Snacks   | No                |
| S5         | Trail Mix                  | Energy-boosting trail mix with nuts and dried fruit.| $5.99 | Snacks | No                |
| S6         | Rice Crackers              | Light and crispy rice crackers.                   | $2.49 | Snacks   | No                |
| S7         | Popcorn                    | Classic buttered popcorn for movie nights.        | $1.79 | Snacks   | No                |
| S8         | Fruit Gummies              | Chewy and fruity gummy snacks.                   | $2.29 | Snacks   | No                |
| S9         | Tortilla Chips             | Crispy tortilla chips for dipping.               | $3.99 | Snacks   | No                |
| S10        | Pretzel Sticks             | Salted pretzel sticks for snacking.              | $2.19 | Snacks   | No                |
| ...        | ...                       | ...                                               | ...   | ...      | ...               |
| S91        | Dark Chocolate Almonds     | Almonds coated in rich dark chocolate.            | $4.79 | Snacks   | No                |
| S92        | Veggie Chips               | Assorted vegetable chips for a crunchy treat.     | $3.49 | Snacks   | No                |
| S93        | Chocolate Covered Berries  | Dried berries enrobed in smooth milk chocolate.   | $5.99 | Snacks   | No                |
| S94        | Pretzel Nuggets            | Bite-sized pretzel nuggets for snacking.         | $2.99 | Snacks   | No                |
| S95        | Honey Roasted Cashews      | Cashews glazed with sweet honey.                 | $6.49 | Snacks   | No                |
| S96        | Caramel Popcorn            | Sweet and crunchy caramel-flavored popcorn.      | $3.29 | Snacks   | No                |
| S97        | Veggie Straws              | Colorful veggie straws for a light snack.        | $2.79 | Snacks   | No                |
| S98        | Peanut Butter Cups         | Smooth peanut butter cups with a chocolate shell.| $4.49 | Snacks | No                |
| S99        | Chocolate Chip Cookies     | Classic chocolate chip cookies for dessert.      | $2.49 | Snacks   | No                |
| S100       | Roasted Chickpeas          | Spiced and roasted chickpeas for a savory snack. | $3.99 | Snacks   | No                |
| P1001      | Wild-Caught Salmon Fillets | Premium wild-caught salmon fillets.                | $9.99 | Seafood  | No                |
| P1002      | Jumbo Shrimp               | Succulent jumbo shrimp for your favorite recipes. | $12.99 | Seafood  | No                |
| P1003      | Atlantic Cod               | Fresh Atlantic cod, perfect for grilling.          | $8.49 | Seafood  | No                |
| P1004      | Lobster Tails              | Indulgent lobster tails for special occasions.     | $19.99 | Seafood  | No                |
| P1005      | Calamari Rings             | Crispy calamari rings, great as an appetizer.      | $7.99  | Seafood  | No                |
| P1006      | Alaskan King Crab Legs     | Alaskan king crab legs, a seafood delicacy.        | $29.99 | Seafood  | No                |
| P1007      | Ahi Tuna Steaks            | Sushi-grade ahi tuna steaks for searing.          | $14.99 | Seafood  | No                |
| P1008      | Mussels in White Wine Sauce | Mussels in a savory white wine and garlic sauce. | $10.99 | Seafood  | No                |
| P1009      | Smoked Salmon              | Delicate smoked salmon, perfect for brunch.        | $11.99 | Seafood  | No                |
